timestamp,energy,label
0.18470025062561035,1.4428580470848829e-05,unlabeled
0.21809840202331543,1.5108169463928789e-05,speaking
0.31793785095214844,1.430883912689751e-05,speaking
0.41443705558776855,1.460635303374147e-05,speaking
0.5146336555480957,1.4488080523733515e-05,speaking
0.6240625381469727,8.238271402660757e-05,speaking
0.7301235198974609,4.957884448231198e-05,speaking
0.8289651870727539,0.0002062732819467783,speaking
0.9287552833557129,0.016005864366889,speaking
1.0237398147583008,0.018635818734765053,speaking
1.1283855438232422,0.0184174831956625,speaking
1.2271146774291992,0.011862997896969318,speaking
1.3407001495361328,0.0026714340783655643,speaking
1.4389705657958984,2.6200968932243995e-05,speaking
1.5339925289154053,3.1030991522129625e-05,speaking
1.634537935256958,0.0061255875043570995,speaking
1.7400965690612793,0.009150771424174309,speaking
1.8383371829986572,0.01612500473856926,speaking
1.9483850002288818,0.010499785654246807,speaking
2.0488030910491943,0.016610532999038696,speaking
2.1436243057250977,0.0063422503881156445,speaking
2.249429702758789,0.015470201149582863,speaking
2.3494670391082764,0.007028274238109589,speaking
2.4479339122772217,0.015494981780648232,speaking
2.5433905124664307,0.009698924608528614,speaking
2.653580904006958,0.013987524434924126,speaking
2.7534074783325195,0.02228647656738758,speaking
2.860211133956909,0.017145944759249687,speaking
2.9599170684814453,0.013212461024522781,speaking
3.0540599822998047,0.007885347120463848,speaking
3.1533257961273193,0.013896227814257145,speaking
3.260420083999634,0.008508650586009026,speaking
3.369560718536377,0.011318999342620373,speaking
3.4700443744659424,0.003509659320116043,speaking
3.568812608718872,0.01827237755060196,speaking
3.664017915725708,0.010727070271968842,speaking
3.7681398391723633,0.0011026732390746474,speaking
3.8682541847229004,1.4743137398909312e-05,speaking
3.9805688858032227,1.4743137398909312e-05,speaking
4.079652309417725,1.5427458492922597e-05,speaking
4.173402786254883,5.638229413307272e-05,speaking
4.27451753616333,8.59031206346117e-05,speaking
4.378640413284302,2.1473277229233645e-05,speaking
4.478492021560669,0.00041962641989812255,speaking
4.573208332061768,0.01870221458375454,speaking
4.6897430419921875,0.02028660848736763,speaking
4.783523082733154,0.021841177716851234,speaking
4.888314485549927,0.021134028211236,speaking
4.988399028778076,0.01764730177819729,speaking
5.089832305908203,0.007192852906882763,speaking
5.183736324310303,0.0060921222902834415,speaking
5.288677930831909,0.014629791490733624,speaking
5.394832134246826,0.018741268664598465,speaking
5.499422311782837,0.017266694456338882,speaking
5.599228143692017,0.016936907544732094,speaking
5.694111585617065,0.00659185741096735,speaking
5.793814182281494,1.4955558071960695e-05,speaking
5.900581121444702,1.4527611710946076e-05,speaking
6.008839845657349,1.4408693459699862e-05,speaking
6.108845472335815,2.7618247258942574e-05,speaking
6.208380699157715,1.4547336832038127e-05,speaking
6.30400276184082,1.4625970834458712e-05,speaking
6.409991025924683,1.460635303374147e-05,speaking
6.5101001262664795,1.535292722110171e-05,speaking
6.610381603240967,0.0002665839565452188,speaking
6.719584941864014,0.0003543851198628545,speaking
6.814325332641602,0.00022728461772203445,speaking
6.914322853088379,5.406111813499592e-05,noise
7.018381595611572,2.3864093236625195e-05,noise
7.118882894515991,2.770118589978665e-05,noise
7.213525772094727,1.5296793208108284e-05,noise
7.313691854476929,1.4801372344663832e-05,noise
7.423328399658203,1.460635303374147e-05,noise
7.529012203216553,0.00011961569543927908,noise
7.628470420837402,1.864260593720246e-05,noise
7.729516267776489,1.438877825421514e-05,noise
7.824814558029175,1.8363647541264072e-05,noise
7.928508996963501,2.8142789233243093e-05,noise
8.03325343132019,2.1177451344556175e-05,noise
8.138327836990356,2.367105298617389e-05,noise
8.239076614379883,2.2668578822049312e-05,noise
8.333757877349854,2.215680797235109e-05,noise
8.433900356292725,2.242694426968228e-05,noise
8.53942346572876,0.00019519944908097386,noise
8.639596700668335,2.5569530407665297e-05,noise
8.747952222824097,3.979991379310377e-05,noise
8.848724842071533,2.682824015209917e-05,noise
8.944745063781738,3.633481537690386e-05,noise
9.051278591156006,2.858760126400739e-05,noise
9.148711204528809,3.7766629247926176e-05,noise
9.24920654296875,4.1013456211658195e-05,noise
9.344161748886108,2.1765083147329278e-05,noise
9.45414423942566,5.406111813499592e-05,noise
9.553577184677124,3.860765718854964e-05,noise
9.65852975845337,3.944529453292489e-05,noise
9.758425951004028,4.796790744876489e-05,noise
9.853736877441406,3.1914776627672836e-05,noise
9.953582286834717,2.8050935725332238e-05,noise
10.06512975692749,3.1114050216274336e-05,noise
10.16912317276001,2.112321999447886e-05,noise
10.268662214279175,1.5183899449766614e-05,noise
10.369407176971436,1.4820733667875174e-05,noise
10.463506937026978,1.5032056580821518e-05,noise
10.569599628448486,1.4045898751646746e-05,noise
10.6707603931427,1.4878664842399303e-05,noise
10.779195547103882,1.432886620023055e-05,noise
10.880361318588257,1.4547336832038127e-05,noise
10.975308179855347,1.5127137885428965e-05,noise
11.073323488235474,1.4507859305012971e-05,noise
11.178926229476929,1.470418555982178e-05,noise
11.279436349868774,1.4547336832038127e-05,noise
11.374816417694092,1.841043558670208e-05,noise
11.489894390106201,1.5831097698537633e-05,noise
11.58351469039917,1.5146081750572193e-05,noise
11.688939571380615,1.4743137398909312e-05,noise
11.791706323623657,1.460635303374147e-05,noise
11.890902519226074,1.4348864169733133e-05,noise
11.984151363372803,1.5202773283817805e-05,noise
12.094670295715332,1.4348864169733133e-05,speaking
12.194888353347778,1.4586707038688473e-05,speaking
12.299386262893677,1.470418555982178e-05,speaking
12.398988485336304,1.432886620023055e-05,speaking
12.493765354156494,1.5259254723787308e-05,speaking
12.594007968902588,0.0069754719734191895,speaking
12.699209690093994,0.014820988290011883,speaking
12.808565855026245,0.01527761947363615,speaking
12.90890097618103,0.013906006701290607,speaking
13.009604215621948,0.011116680689156055,speaking
13.104071140289307,0.01719716191291809,speaking
13.209173679351807,0.015902891755104065,speaking
13.31136155128479,0.01702500693500042,speaking
13.409012079238892,0.014861492440104485,speaking
13.519628763198853,0.012655225582420826,speaking
13.613853931427002,0.014274471439421177,speaking
13.713307857513428,0.014863227494060993,speaking
13.81973385810852,0.013057976961135864,speaking
